task_id,source_split,source_config,text,code_python,test_list,code_go,code_go_status,code_go_attempts,code_go_tests_passed,code_go_tests_failed,tests_go
16,test,sanitized,Write a function to that returns true if the input string contains sequences of lowercase letters joined with an underscore and false otherwise.,"import re
def text_lowercase_underscore(text):
        patterns = '^[a-z]+_[a-z]+$'
        if re.search(patterns,  text):
                return True
        else:
                return False","[""assert text_lowercase_underscore(\""aab_cbbbc\"")==(True)"", ""assert text_lowercase_underscore(\""aab_Abbbc\"")==(False)"", ""assert text_lowercase_underscore(\""Aaab_abbbc\"")==(False)""]","package main

import (
	""regexp""
)

func text_lowercase_underscore(text string) bool {
	pattern := `^[a-z]+_[a-z]+$`
	matched, _ := regexp.MatchString(pattern, text)
	return matched
}",success,1,3,0,"[{""python_test"": ""assert text_lowercase_underscore(\""aab_cbbbc\"")==(True)"", ""generated_test"": ""result := text_lowercase_underscore(\""aab_cbbbc\"")\nexpected := true\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert text_lowercase_underscore(\""aab_Abbbc\"")==(False)"", ""generated_test"": ""result := text_lowercase_underscore(\""aab_Abbbc\"")\nexpected := false\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert text_lowercase_underscore(\""Aaab_abbbc\"")==(False)"", ""generated_test"": ""result := text_lowercase_underscore(\""Aaab_abbbc\"")\nexpected := false\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
17,test,sanitized,Write a function that returns the perimeter of a square given its side length as input.,"def square_perimeter(a):
  perimeter=4*a
  return perimeter","[""assert square_perimeter(10)==40"", ""assert square_perimeter(5)==20"", ""assert square_perimeter(4)==16""]","package main

func square_perimeter(a int) int {
	perimeter := 4 * a
	return perimeter
}",success,1,3,0,"[{""python_test"": ""assert square_perimeter(10)==40"", ""generated_test"": ""result := square_perimeter(10)\nexpected := 40\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert square_perimeter(5)==20"", ""generated_test"": ""result := square_perimeter(5)\nexpected := 20\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert square_perimeter(4)==16"", ""generated_test"": ""result := square_perimeter(4)\nexpected := 16\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
18,test,sanitized,Write a function to remove characters from the first string which are present in the second string.,"NO_OF_CHARS = 256
def str_to_list(string): 
	temp = [] 
	for x in string: 
		temp.append(x) 
	return temp 
def lst_to_string(List): 
	return ''.join(List) 
def get_char_count_array(string): 
	count = [0] * NO_OF_CHARS 
	for i in string: 
		count[ord(i)] += 1
	return count 
def remove_dirty_chars(string, second_string): 
	count = get_char_count_array(second_string) 
	ip_ind = 0
	res_ind = 0
	temp = '' 
	str_list = str_to_list(string) 
	while ip_ind != len(str_list): 
		temp = str_list[ip_ind] 
		if count[ord(temp)] == 0: 
			str_list[res_ind] = str_list[ip_ind] 
			res_ind += 1
		ip_ind+=1
	return lst_to_string(str_list[0:res_ind]) ","[""assert remove_dirty_chars(\""probasscurve\"", \""pros\"") == 'bacuve'"", ""assert remove_dirty_chars(\""digitalindia\"", \""talent\"") == 'digiidi'"", ""assert remove_dirty_chars(\""exoticmiles\"", \""toxic\"") == 'emles'""]","package main

func str_to_list(s string) []rune {
	temp := []rune{}
	for _, x := range s {
		temp = append(temp, x)
	}
	return temp
}

func lst_to_string(list []rune) string {
	return string(list)
}

func get_char_count_array(s string) []int {
	const NO_OF_CHARS = 256
	count := make([]int, NO_OF_CHARS)
	for _, i := range s {
		if int(i) < NO_OF_CHARS {
			count[int(i)] += 1
		}
	}
	return count
}

func remove_dirty_chars(s string, second_string string) string {
	const NO_OF_CHARS = 256
	count := get_char_count_array(second_string)
	ip_ind := 0
	res_ind := 0
	var temp rune
	str_list := str_to_list(s)
	for ip_ind != len(str_list) {
		temp = str_list[ip_ind]
		if int(temp) < NO_OF_CHARS && count[int(temp)] == 0 {
			str_list[res_ind] = str_list[ip_ind]
			res_ind += 1
		}
		ip_ind += 1
	}
	return lst_to_string(str_list[0:res_ind])
}",success,1,3,0,"[{""python_test"": ""assert remove_dirty_chars(\""probasscurve\"", \""pros\"") == 'bacuve'"", ""generated_test"": ""result := remove_dirty_chars(\""probasscurve\"", \""pros\"")\nexpected := \""bacuve\""\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert remove_dirty_chars(\""digitalindia\"", \""talent\"") == 'digiidi'"", ""generated_test"": ""result := remove_dirty_chars(\""digitalindia\"", \""talent\"")\nexpected := \""digiidi\""\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert remove_dirty_chars(\""exoticmiles\"", \""toxic\"") == 'emles'"", ""generated_test"": ""result := remove_dirty_chars(\""exoticmiles\"", \""toxic\"")\nexpected := \""emles\""\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
19,test,sanitized,Write a function to find whether a given array of integers contains any duplicate element.,"def test_duplicate(arraynums):
    nums_set = set(arraynums)    
    return len(arraynums) != len(nums_set)     ","[""assert test_duplicate(([1,2,3,4,5]))==False"", ""assert test_duplicate(([1,2,3,4, 4]))==True"", ""assert test_duplicate([1,1,2,2,3,3,4,4,5])==True""]","package main

func test_duplicate(arraynums []int) bool {
    nums_set := make(map[int]struct{})
    for _, num := range arraynums {
        nums_set[num] = struct{}{}
    }
    return len(arraynums) != len(nums_set)
}",success,1,3,0,"[{""python_test"": ""assert test_duplicate(([1,2,3,4,5]))==False"", ""generated_test"": ""result := test_duplicate([]int{1, 2, 3, 4, 5})\nexpected := false\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert test_duplicate(([1,2,3,4, 4]))==True"", ""generated_test"": ""result := test_duplicate([]int{1, 2, 3, 4, 4})\nexpected := true\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert test_duplicate([1,1,2,2,3,3,4,4,5])==True"", ""generated_test"": ""result := test_duplicate([]int{1, 1, 2, 2, 3, 3, 4, 4, 5})\nexpected := true\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
20,test,sanitized,Write a function to check if the given number is woodball or not.,"def is_woodall(x): 
	if (x % 2 == 0): 
		return False
	if (x == 1): 
		return True
	x = x + 1 
	p = 0
	while (x % 2 == 0): 
		x = x/2
		p = p + 1
		if (p == x): 
			return True
	return False","[""assert is_woodall(383) == True"", ""assert is_woodall(254) == False"", ""assert is_woodall(200) == False""]","package main

func is_woodall(x int) bool {
	if x%2 == 0 {
		return false
	}
	if x == 1 {
		return true
	}
	x = x + 1
	p := 0
	for x%2 == 0 {
		x = x / 2
		p = p + 1
		if p == x {
			return true
		}
	}
	return false
}",success,1,3,0,"[{""python_test"": ""assert is_woodall(383) == True"", ""generated_test"": ""result := is_woodall(383)\nexpected := true\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_woodall(254) == False"", ""generated_test"": ""result := is_woodall(254)\nexpected := false\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_woodall(200) == False"", ""generated_test"": ""result := is_woodall(200)\nexpected := false\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
56,test,sanitized,Write a python function to check if a given number is one less than twice its reverse.,"def rev(num):    
    rev_num = 0
    while (num > 0):  
        rev_num = (rev_num * 10 + num % 10) 
        num = num // 10  
    return rev_num  
def check(n):    
    return (2 * rev(n) == n + 1)  ","[""assert check(70) == False"", ""assert check(23) == False"", ""assert check(73) == True""]","package main

func rev(num int) int {
    rev_num := 0
    for num > 0 {
        rev_num = rev_num*10 + num%10
        num = num / 10
    }
    return rev_num
}

func check(n int) bool {
    return 2*rev(n) == n+1
}",success,1,3,0,"[{""python_test"": ""assert check(70) == False"", ""generated_test"": ""expected := false\ngot := check(70)\nif got == expected {\n    fmt.Println(\""PASS\"")\n} else {\n    fmt.Println(\""FAIL\"")\n    fmt.Printf(\""  Expected: %v\\n\"", expected)\n    fmt.Printf(\""  Got: %v\\n\"", got)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert check(23) == False"", ""generated_test"": ""expected := false\ngot := check(23)\nif got == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", got)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert check(73) == True"", ""generated_test"": ""expected := true\ngot := check(73)\nif got == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", got)\n}"", ""passed"": true, ""llm_validated"": false}]"
57,test,sanitized,Write a python function to find the largest number that can be formed with the given list of digits.,"def find_Max_Num(arr) : 
    n = len(arr)
    arr.sort(reverse = True) 
    num = arr[0] 
    for i in range(1,n) : 
        num = num * 10 + arr[i] 
    return num ","[""assert find_Max_Num([1,2,3]) == 321"", ""assert find_Max_Num([4,5,6,1]) == 6541"", ""assert find_Max_Num([1,2,3,9]) == 9321""]","package main

import (
	""sort""
)

func find_Max_Num(arr []int) int {
	n := len(arr)
	if n == 0 {
		return 0
	}
	
	// Create a copy to avoid modifying the original slice
	sorted := make([]int, n)
	copy(sorted, arr)
	
	// Sort in descending order
	sort.Slice(sorted, func(i, j int) bool {
		return sorted[i] > sorted[j]
	})
	
	num := sorted[0]
	for i := 1; i < n; i++ {
		num = num*10 + sorted[i]
	}
	return num
}",success,1,3,0,"[{""python_test"": ""assert find_Max_Num([1,2,3]) == 321"", ""generated_test"": ""result := find_Max_Num([]int{1, 2, 3})\nexpected := 321\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert find_Max_Num([4,5,6,1]) == 6541"", ""generated_test"": ""result := find_Max_Num([]int{4, 5, 6, 1})\nexpected := 6541\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %d\\n\"", expected)\n\tfmt.Printf(\""  Got: %d\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert find_Max_Num([1,2,3,9]) == 9321"", ""generated_test"": ""result := find_Max_Num([]int{1, 2, 3, 9})\nexpected := 9321\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
58,test,sanitized,Write a python function to check whether the given two integers have opposite sign or not.,"def opposite_Signs(x,y): 
    return ((x ^ y) < 0); ","[""assert opposite_Signs(1,-2) == True"", ""assert opposite_Signs(3,2) == False"", ""assert opposite_Signs(-10,-10) == False"", ""assert opposite_Signs(-2,2) == True""]","package main

func opposite_Signs(x, y int) bool {
	return (x ^ y) < 0
}",success,1,4,0,"[{""python_test"": ""assert opposite_Signs(1,-2) == True"", ""generated_test"": ""result := opposite_Signs(1, -2)\nexpected := true\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert opposite_Signs(3,2) == False"", ""generated_test"": ""result := opposite_Signs(3, 2)\nexpected := false\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert opposite_Signs(-10,-10) == False"", ""generated_test"": ""result := opposite_Signs(-10, -10)\nexpected := false\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert opposite_Signs(-2,2) == True"", ""generated_test"": ""result := opposite_Signs(-2, 2)\nexpected := true\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
59,test,sanitized,Write a function to find the nth octagonal number.,"def is_octagonal(n): 
	return 3 * n * n - 2 * n ","[""assert is_octagonal(5) == 65"", ""assert is_octagonal(10) == 280"", ""assert is_octagonal(15) == 645""]","package main

func is_octagonal(n int) int {
	return 3*n*n - 2*n
}",success,1,3,0,"[{""python_test"": ""assert is_octagonal(5) == 65"", ""generated_test"": ""result := is_octagonal(5)\nexpected := 65\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_octagonal(10) == 280"", ""generated_test"": ""result := is_octagonal(10)\nexpected := 280\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_octagonal(15) == 645"", ""generated_test"": ""result := is_octagonal(15)\nexpected := 645\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
61,test,sanitized,Write a python function to count the number of substrings with the sum of digits equal to their length.,"from collections import defaultdict
def count_Substrings(s):
    n = len(s)
    count,sum = 0,0
    mp = defaultdict(lambda : 0)
    mp[0] += 1
    for i in range(n):
        sum += ord(s[i]) - ord('0')
        count += mp[sum - (i + 1)]
        mp[sum - (i + 1)] += 1
    return count","[""assert count_Substrings('112112') == 6"", ""assert count_Substrings('111') == 6"", ""assert count_Substrings('1101112') == 12""]","package main

func count_Substrings(s string) int {
	n := len(s)
	count := 0
	sum := 0
	mp := make(map[int]int)
	mp[0] = 1
	for i := 0; i < n; i++ {
		sum += int(s[i] - '0')
		key := sum - (i + 1)
		count += mp[key]
		mp[key]++
	}
	return count
}",success,1,3,0,"[{""python_test"": ""assert count_Substrings('112112') == 6"", ""generated_test"": ""result := count_Substrings(\""112112\"")\nexpected := 6\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %d\\n\"", expected)\n\tfmt.Printf(\""  Got: %d\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert count_Substrings('111') == 6"", ""generated_test"": ""result := count_Substrings(\""111\"")\nexpected := 6\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert count_Substrings('1101112') == 12"", ""generated_test"": ""result := count_Substrings(\""1101112\"")\nexpected := 12\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %d\\n\"", expected)\n\tfmt.Printf(\""  Got: %d\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
62,test,sanitized,Write a python function to find smallest number in a list.,"def smallest_num(xs):
  return min(xs)
","[""assert smallest_num([10, 20, 1, 45, 99]) == 1"", ""assert smallest_num([1, 2, 3]) == 1"", ""assert smallest_num([45, 46, 50, 60]) == 45""]","package main

func smallest_num(xs []int) int {
	if len(xs) == 0 {
		panic(""empty list"")
	}
	min := xs[0]
	for _, x := range xs[1:] {
		if x < min {
			min = x
		}
	}
	return min
}",success,1,3,0,"[{""python_test"": ""assert smallest_num([10, 20, 1, 45, 99]) == 1"", ""generated_test"": ""result := smallest_num([]int{10, 20, 1, 45, 99})\nexpected := 1\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert smallest_num([1, 2, 3]) == 1"", ""generated_test"": ""result := smallest_num([]int{1, 2, 3})\nexpected := 1\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert smallest_num([45, 46, 50, 60]) == 45"", ""generated_test"": ""result := smallest_num([]int{45, 46, 50, 60})\nexpected := 45\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
63,test,sanitized,Write a function to find the maximum difference between available pairs in the given tuple list.,"def max_difference(test_list):
  temp = [abs(b - a) for a, b in test_list]
  res = max(temp)
  return (res) ","[""assert max_difference([(3, 5), (1, 7), (10, 3), (1, 2)]) == 7"", ""assert max_difference([(4, 6), (2, 17), (9, 13), (11, 12)]) == 15"", ""assert max_difference([(12, 35), (21, 27), (13, 23), (41, 22)]) == 23""]","package main

func max_difference(test_list [][2]int) int {
	if len(test_list) == 0 {
		return 0
	}
	
	res := 0
	for _, pair := range test_list {
		diff := pair[1] - pair[0]
		if diff < 0 {
			diff = -diff
		}
		if diff > res {
			res = diff
		}
	}
	return res
}",success,1,3,0,"[{""python_test"": ""assert max_difference([(3, 5), (1, 7), (10, 3), (1, 2)]) == 7"", ""generated_test"": ""result := max_difference([][2]int{{3, 5}, {1, 7}, {10, 3}, {1, 2}})\nexpected := 7\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert max_difference([(4, 6), (2, 17), (9, 13), (11, 12)]) == 15"", ""generated_test"": ""input := [][2]int{{4, 6}, {2, 17}, {9, 13}, {11, 12}}\nexpected := 15\nresult := max_difference(input)\n\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %d\\n\"", expected)\n\tfmt.Printf(\""  Got: %d\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert max_difference([(12, 35), (21, 27), (13, 23), (41, 22)]) == 23"", ""generated_test"": ""result := max_difference([][2]int{{12, 35}, {21, 27}, {13, 23}, {41, 22}})\nexpected := 23\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %d\\n\"", expected)\n\tfmt.Printf(\""  Got: %d\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
64,test,sanitized,Write a function to sort a list of tuples using the second value of each tuple.,"def subject_marks(subjectmarks):
#subject_marks = [('English', 88), ('Science', 90), ('Maths', 97), ('Social sciences', 82)])
 subjectmarks.sort(key = lambda x: x[1])
 return subjectmarks","[""assert subject_marks([('English', 88), ('Science', 90), ('Maths', 97), ('Social sciences', 82)])==[('Social sciences', 82), ('English', 88), ('Science', 90), ('Maths', 97)]"", ""assert subject_marks([('Telugu',49),('Hindhi',54),('Social',33)])==([('Social',33),('Telugu',49),('Hindhi',54)])"", ""assert subject_marks([('Physics',96),('Chemistry',97),('Biology',45)])==([('Biology',45),('Physics',96),('Chemistry',97)])""]","package main

import ""sort""

func subject_marks(subjectmarks [][2]interface{}) [][2]interface{} {
	sort.Slice(subjectmarks, func(i, j int) bool {
		return subjectmarks[i][1].(int) < subjectmarks[j][1].(int)
	})
	return subjectmarks
}",success,4,3,0,"[{""python_test"": ""assert subject_marks([('English', 88), ('Science', 90), ('Maths', 97), ('Social sciences', 82)])==[('Social sciences', 82), ('English', 88), ('Science', 90), ('Maths', 97)]"", ""generated_test"": ""input := [][2]interface{}{{\""English\"", 88}, {\""Science\"", 90}, {\""Maths\"", 97}, {\""Social sciences\"", 82}}\nexpected := [][2]interface{}{{\""Social sciences\"", 82}, {\""English\"", 88}, {\""Science\"", 90}, {\""Maths\"", 97}}\nresult := subject_marks(input)\n\npass := true\nif len(result) != len(expected) {\n\tpass = false\n} else {\n\tfor i := range result {\n\t\tif result[i][0] != expected[i][0] || result[i][1] != expected[i][1] {\n\t\t\tpass = false\n\t\t\tbreak\n\t\t}\n\t}\n}\n\nif pass {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert subject_marks([('Telugu',49),('Hindhi',54),('Social',33)])==([('Social',33),('Telugu',49),('Hindhi',54)])"", ""generated_test"": ""input := [][2]interface{}{{\""Telugu\"", 49}, {\""Hindhi\"", 54}, {\""Social\"", 33}}\nexpected := [][2]interface{}{{\""Social\"", 33}, {\""Telugu\"", 49}, {\""Hindhi\"", 54}}\nresult := subject_marks(input)\n\npass := true\nif len(result) != len(expected) {\n\tpass = false\n} else {\n\tfor i := range result {\n\t\tif result[i][0] != expected[i][0] || result[i][1] != expected[i][1] {\n\t\t\tpass = false\n\t\t\tbreak\n\t\t}\n\t}\n}\n\nif pass {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert subject_marks([('Physics',96),('Chemistry',97),('Biology',45)])==([('Biology',45),('Physics',96),('Chemistry',97)])"", ""generated_test"": ""result := subject_marks([][2]interface{}{{\""Physics\"", 96}, {\""Chemistry\"", 97}, {\""Biology\"", 45}})\nexpected := [][2]interface{}{{\""Biology\"", 45}, {\""Physics\"", 96}, {\""Chemistry\"", 97}}\n\npass := true\nif len(result) != len(expected) {\n\tpass = false\n} else {\n\tfor i := range result {\n\t\tif result[i][0] != expected[i][0] || result[i][1] != expected[i][1] {\n\t\t\tpass = false\n\t\t\tbreak\n\t\t}\n\t}\n}\n\nif pass {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
