task_id,source_split,source_config,text,code_python,test_list,code_typescript,code_typescript_status,code_typescript_attempts,code_typescript_tests_passed,code_typescript_tests_failed,tests_typescript
409,test,sanitized,Write a function to find the minimum product from the pairs of tuples within a given list.,"def min_product_tuple(list1):
    result_min = min([abs(x * y) for x, y in list1] )
    return result_min","[""assert min_product_tuple([(2, 7), (2, 6), (1, 8), (4, 9)] )==8"", ""assert min_product_tuple([(10,20), (15,2), (5,10)] )==30"", ""assert min_product_tuple([(11,44), (10,15), (20,5), (12, 9)] )==100""]","function min_product_tuple(list1: [number, number][]): number {
    const products = list1.map(([x, y]) => Math.abs(x * y));
    return Math.min(...products);
}",success,1,3,0,[]
410,test,sanitized,Write a function to find the minimum value in a given heterogeneous list.,"def min_val(listval):
     min_val = min(i for i in listval if isinstance(i, int))
     return min_val","[""assert min_val(['Python', 3, 2, 4, 5, 'version'])==2"", ""assert min_val(['Python', 15, 20, 25])==15"", ""assert min_val(['Python', 30, 20, 40, 50, 'version'])==20""]","function min_val(listval: (string | number)[]): number {
    const numbers = listval.filter((i): i is number => typeof i === 'number' && Number.isInteger(i));
    return Math.min(...numbers);
}",success,1,3,0,[]
411,test,sanitized,Write a function to convert the given snake case string to camel case string.,"import re
def snake_to_camel(word):
  return ''.join(x.capitalize() or '_' for x in word.split('_'))","[""assert snake_to_camel('android_tv') == 'AndroidTv'"", ""assert snake_to_camel('google_pixel') == 'GooglePixel'"", ""assert snake_to_camel('apple_watch') == 'AppleWatch'""]","function snake_to_camel(word: string): string {
  return word.split('_').map(x => x ? x.charAt(0).toUpperCase() + x.slice(1) : '_').join('');
}",success,1,3,0,[]
412,test,sanitized,Write a python function to remove odd numbers from a given list.,"def remove_odd(l):
    for i in l:
        if i % 2 != 0:
            l.remove(i)
    return l","[""assert remove_odd([1,2,3]) == [2]"", ""assert remove_odd([2,4,6]) == [2,4,6]"", ""assert remove_odd([10,20,3]) == [10,20]""]","function remove_odd(l: number[]): number[] {
    const result: number[] = [];
    for (const i of l) {
        if (i % 2 === 0) {
            result.push(i);
        }
    }
    return result;
}",success,1,3,0,[]
413,test,sanitized,Write a function to extract the nth element from a given list of tuples.,"def extract_nth_element(list1, n):
    result = [x[n] for x in list1]
    return result","[""assert extract_nth_element([('Greyson Fulton', 98, 99), ('Brady Kent', 97, 96), ('Wyatt Knott', 91, 94), ('Beau Turnbull', 94, 98)] ,0)==['Greyson Fulton', 'Brady Kent', 'Wyatt Knott', 'Beau Turnbull']"", ""assert extract_nth_element([('Greyson Fulton', 98, 99), ('Brady Kent', 97, 96), ('Wyatt Knott', 91, 94), ('Beau Turnbull', 94, 98)] ,2)==[99, 96, 94, 98]"", ""assert extract_nth_element([('Greyson Fulton', 98, 99), ('Brady Kent', 97, 96), ('Wyatt Knott', 91, 94), ('Beau Turnbull', 94, 98)],1)==[98, 97, 91, 94]""]","function extract_nth_element<T>(list1: T[][], n: number): T[] {
    const result: T[] = list1.map(x => x[n]);
    return result;
}",success,1,3,0,[]
414,test,sanitized,Write a python function to check whether any value in a sequence exists in a sequence or not.,"def overlapping(list1,list2):  
    for i in range(len(list1)): 
        for j in range(len(list2)): 
            if(list1[i]==list2[j]): 
                return True
    return False","[""assert overlapping([1,2,3,4,5],[6,7,8,9]) == False"", ""assert overlapping([1,2,3],[4,5,6]) == False"", ""assert overlapping([1,4,5],[1,4,5]) == True""]","function overlapping<T>(list1: T[], list2: T[]): boolean {
    for (let i = 0; i < list1.length; i++) {
        for (let j = 0; j < list2.length; j++) {
            if (list1[i] === list2[j]) {
                return true;
            }
        }
    }
    return false;
}",success,1,3,0,[]
415,test,sanitized,Write a python function to find a pair with highest product from a given array of integers.,"def max_Product(arr): 
    arr_len = len(arr) 
    if (arr_len < 2): 
        return (""No pairs exists"")           
    x = arr[0]; y = arr[1]      
    for i in range(0,arr_len): 
        for j in range(i + 1,arr_len): 
            if (arr[i] * arr[j] > x * y): 
                x = arr[i]; y = arr[j] 
    return x,y    ","[""assert max_Product([1,2,3,4,7,0,8,4]) == (7,8)"", ""assert max_Product([0,-1,-2,-4,5,0,-6]) == (-4,-6)"", ""assert max_Product([1,2,3]) == (2,3)""]","function max_Product(arr: number[]): [number, number] | string {
    const arr_len = arr.length;
    if (arr_len < 2) {
        return ""No pairs exists"";
    }
    let x = arr[0];
    let y = arr[1];
    for (let i = 0; i < arr_len; i++) {
        for (let j = i + 1; j < arr_len; j++) {
            if (arr[i] * arr[j] > x * y) {
                x = arr[i];
                y = arr[j];
            }
        }
    }
    return [x, y];
}",success,1,3,0,[]
417,test,sanitized,Write a function to find common first element in given list of tuple.,"def group_tuples(Input): 
	out = {} 
	for elem in Input: 
		try: 
			out[elem[0]].extend(elem[1:]) 
		except KeyError: 
			out[elem[0]] = list(elem) 
	return [tuple(values) for values in out.values()] ","[""assert group_tuples([('x', 'y'), ('x', 'z'), ('w', 't')]) == [('x', 'y', 'z'), ('w', 't')]"", ""assert group_tuples([('a', 'b'), ('a', 'c'), ('d', 'e')]) == [('a', 'b', 'c'), ('d', 'e')]"", ""assert group_tuples([('f', 'g'), ('f', 'g'), ('h', 'i')]) == [('f', 'g', 'g'), ('h', 'i')]""]","function group_tuples<T>(Input: T[][]): T[][] {
    const out: Map<T, T[]> = new Map();
    
    for (const elem of Input) {
        const key = elem[0];
        if (out.has(key)) {
            out.get(key)!.push(...elem.slice(1));
        } else {
            out.set(key, [...elem]);
        }
    }
    
    return Array.from(out.values());
}",success,1,3,0,[]
418,test,sanitized,Write a python function to find the element of a list having maximum length.,"def Find_Max(lst): 
    maxList = max((x) for x in lst) 
    return maxList","[""assert Find_Max([['A'],['A','B'],['A','B','C']]) == ['A','B','C']"", ""assert Find_Max([[1],[1,2],[1,2,3]]) == [1,2,3]"", ""assert Find_Max([[1,1],[1,2,3],[1,5,6,1]]) == [1,5,6,1]""]","function Find_Max<T>(lst: T[][]): T[] {
    if (lst.length === 0) {
        return [];
    }
    
    let maxList = lst[0];
    for (const x of lst) {
        if (x.length > maxList.length) {
            maxList = x;
        }
    }
    return maxList;
}",success,1,3,0,[]
419,test,sanitized,Write a function to round every number of a given list of numbers and print the total sum multiplied by the length of the list.,"def round_and_sum(list1):
  lenght=len(list1)
  round_and_sum=sum(list(map(round,list1))* lenght)
  return round_and_sum","[""assert round_and_sum([22.4, 4.0, -16.22, -9.10, 11.00, -12.22, 14.20, -5.20, 17.50])==243"", ""assert round_and_sum([5,2,9,24.3,29])==345"", ""assert round_and_sum([25.0,56.7,89.2])==513""]","function round_and_sum(list1: number[]): number {
  const length = list1.length;
  const roundedSum = list1.map(x => Math.round(x)).reduce((a, b) => a + b, 0);
  return roundedSum * length;
}",success,1,3,0,[]
420,test,sanitized,Write a python function to find the cube sum of first n even natural numbers.,"def cube_Sum(n): 
    sum = 0
    for i in range(1,n + 1): 
        sum += (2*i)*(2*i)*(2*i) 
    return sum","[""assert cube_Sum(2) == 72"", ""assert cube_Sum(3) == 288"", ""assert cube_Sum(4) == 800""]","function cube_Sum(n: number): number {
    let sum = 0;
    for (let i = 1; i <= n; i++) {
        sum += (2 * i) * (2 * i) * (2 * i);
    }
    return sum;
}",success,1,3,0,[]
421,test,sanitized,Write a function to concatenate each element of tuple by the delimiter.,"def concatenate_tuple(test_tup):
    delim = ""-""
    res = ''.join([str(ele) + delim for ele in test_tup])
    res = res[ : len(res) - len(delim)]
    return (str(res)) ","[""assert concatenate_tuple((\""ID\"", \""is\"", 4, \""UTS\"") ) == 'ID-is-4-UTS'"", ""assert concatenate_tuple((\""QWE\"", \""is\"", 4, \""RTY\"") ) == 'QWE-is-4-RTY'"", ""assert concatenate_tuple((\""ZEN\"", \""is\"", 4, \""OP\"") ) == 'ZEN-is-4-OP'""]","function concatenate_tuple(test_tup: (string | number)[]): string {
    const delim = ""-"";
    let res = test_tup.map(ele => String(ele) + delim).join('');
    res = res.slice(0, res.length - delim.length);
    return String(res);
}",success,1,3,0,[]
422,test,sanitized,Write a python function to find the average of cubes of first n natural numbers.,"def find_Average_Of_Cube(n):  
    sum = 0
    for i in range(1, n + 1): 
        sum += i * i * i  
    return round(sum / n, 6) ","[""assert find_Average_Of_Cube(2) == 4.5"", ""assert find_Average_Of_Cube(3) == 12"", ""assert find_Average_Of_Cube(1) == 1""]","function find_Average_Of_Cube(n: number): number {
    let sum: number = 0;
    for (let i = 1; i <= n; i++) {
        sum += i * i * i;
    }
    return Math.round((sum / n) * 1000000) / 1000000;
}",success,1,3,0,[]
424,test,sanitized,Write a function to extract only the rear index element of each string in the given tuple.,"def extract_rear(test_tuple):
  res = list(sub[len(sub) - 1] for sub in test_tuple)
  return (res) ","[""assert extract_rear(('Mers', 'for', 'Vers') ) == ['s', 'r', 's']"", ""assert extract_rear(('Avenge', 'for', 'People') ) == ['e', 'r', 'e']"", ""assert extract_rear(('Gotta', 'get', 'go') ) == ['a', 't', 'o']""]","function extract_rear(test_tuple: string[]): string[] {
  const res: string[] = test_tuple.map(sub => sub[sub.length - 1]);
  return res;
}",success,1,3,0,[]
425,test,sanitized,Write a function to count the number of sublists containing a particular element.,"def count_element_in_list(list1, x): 
    ctr = 0
    for i in range(len(list1)): 
        if x in list1[i]: 
            ctr+= 1          
    return ctr","[""assert count_element_in_list([[1, 3], [5, 7], [1, 11], [1, 15, 7]],1)==3"", ""assert count_element_in_list([['A', 'B'], ['A', 'C'], ['A', 'D', 'E'], ['B', 'C', 'D']],'A')==3"", ""assert count_element_in_list([['A', 'B'], ['A', 'C'], ['A', 'D', 'E'], ['B', 'C', 'D']],'E')==1""]","function count_element_in_list<T>(list1: T[][], x: T): number {
    let ctr = 0;
    for (let i = 0; i < list1.length; i++) {
        if (list1[i].includes(x)) {
            ctr += 1;
        }
    }
    return ctr;
}",success,1,3,0,[]
426,test,sanitized,Write a function to filter odd numbers.,"def filter_oddnumbers(nums):
 odd_nums = list(filter(lambda x: x%2 != 0, nums))
 return odd_nums","[""assert filter_oddnumbers([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])==[1,3,5,7,9]"", ""assert filter_oddnumbers([10,20,45,67,84,93])==[45,67,93]"", ""assert filter_oddnumbers([5,7,9,8,6,4,3])==[5,7,9,3]""]","function filter_oddnumbers(nums: number[]): number[] {
    return nums.filter(x => x % 2 !== 0);
}",success,1,3,0,[]
427,test,sanitized,Write a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format.,"import re
def change_date_format(dt):
        return re.sub(r'(\d{4})-(\d{1,2})-(\d{1,2})', '\\3-\\2-\\1', dt)","[""assert change_date_format(\""2026-01-02\"") == '02-01-2026'"", ""assert change_date_format(\""2020-11-13\"") == '13-11-2020'"", ""assert change_date_format(\""2021-04-26\"") == '26-04-2021'""]","function change_date_format(dt: string): string {
    return dt.replace(/(\d{4})-(\d{1,2})-(\d{1,2})/, '$3-$2-$1');
}",success,1,3,0,[]
428,test,sanitized,Write a function to sort the given array by using shell sort.,"def shell_sort(my_list):
    gap = len(my_list) // 2
    while gap > 0:
        for i in range(gap, len(my_list)):
            current_item = my_list[i]
            j = i
            while j >= gap and my_list[j - gap] > current_item:
                my_list[j] = my_list[j - gap]
                j -= gap
            my_list[j] = current_item
        gap //= 2

    return my_list","[""assert shell_sort([12, 23, 4, 5, 3, 2, 12, 81, 56, 95]) == [2, 3, 4, 5, 12, 12, 23, 56, 81, 95]"", ""assert shell_sort([24, 22, 39, 34, 87, 73, 68]) == [22, 24, 34, 39, 68, 73, 87]"", ""assert shell_sort([32, 30, 16, 96, 82, 83, 74]) == [16, 30, 32, 74, 82, 83, 96]""]","function shell_sort(my_list: number[]): number[] {
    let gap = Math.floor(my_list.length / 2);
    while (gap > 0) {
        for (let i = gap; i < my_list.length; i++) {
            const current_item = my_list[i];
            let j = i;
            while (j >= gap && my_list[j - gap] > current_item) {
                my_list[j] = my_list[j - gap];
                j -= gap;
            }
            my_list[j] = current_item;
        }
        gap = Math.floor(gap / 2);
    }
    return my_list;
}",success,1,3,0,[]
429,test,sanitized,Write a function to extract the elementwise and tuples from the given two tuples.,"def and_tuples(test_tup1, test_tup2):
  res = tuple(ele1 & ele2 for ele1, ele2 in zip(test_tup1, test_tup2))
  return (res) ","[""assert and_tuples((10, 4, 6, 9), (5, 2, 3, 3)) == (0, 0, 2, 1)"", ""assert and_tuples((1, 2, 3, 4), (5, 6, 7, 8)) == (1, 2, 3, 0)"", ""assert and_tuples((8, 9, 11, 12), (7, 13, 14, 17)) == (0, 9, 10, 0)""]","function and_tuples(test_tup1: number[], test_tup2: number[]): number[] {
  const res: number[] = test_tup1.map((ele1, index) => ele1 & test_tup2[index]);
  return res;
}",success,1,3,0,[]
430,test,sanitized,Write a function to find the directrix of a parabola.,"def parabola_directrix(a, b, c): 
  directrix=((int)(c - ((b * b) + 1) * 4 * a ))
  return directrix","[""assert parabola_directrix(5,3,2)==-198"", ""assert parabola_directrix(9,8,4)==-2336"", ""assert parabola_directrix(2,4,6)==-130""]","function parabola_directrix(a: number, b: number, c: number): number {
  const directrix = Math.floor(c - ((b * b) + 1) * 4 * a);
  return directrix;
}",success,1,3,0,[]
431,test,sanitized,Write a function that takes two lists and returns true if they have at least one common element.,"def common_element(list1, list2):
     result = False
     for x in list1:
         for y in list2:
             if x == y:
                 result = True
                 return result","[""assert common_element([1,2,3,4,5], [5,6,7,8,9])==True"", ""assert common_element([1,2,3,4,5], [6,7,8,9])==None"", ""assert common_element(['a','b','c'], ['d','b','e'])==True""]","function common_element<T>(list1: T[], list2: T[]): true | undefined {
    let result: boolean = false;
    for (const x of list1) {
        for (const y of list2) {
            if (x === y) {
                result = true;
                return true;
            }
        }
    }
    return undefined;
}",success,1,3,0,[]
432,test,sanitized,Write a function to find the median length of a trapezium.,"def median_trapezium(base1,base2,height):
 median = 0.5 * (base1+ base2)
 return median","[""assert median_trapezium(15,25,35)==20"", ""assert median_trapezium(10,20,30)==15"", ""assert median_trapezium(6,9,4)==7.5""]","function median_trapezium(base1: number, base2: number, height: number): number {
    const median = 0.5 * (base1 + base2);
    return median;
}",success,1,3,0,[]
433,test,sanitized,Write a function to check whether the entered number is greater than the elements of the given array.,"def check_greater(arr, number):
  arr.sort()
  return number > arr[-1]","[""assert check_greater([1, 2, 3, 4, 5], 4) == False"", ""assert check_greater([2, 3, 4, 5, 6], 8) == True"", ""assert check_greater([9, 7, 4, 8, 6, 1], 11) == True""]","function check_greater(arr: number[], number: number): boolean {
  const sortedArr = [...arr].sort((a, b) => a - b);
  return number > sortedArr[sortedArr.length - 1];
}",success,1,3,0,[]
434,test,sanitized,Write a function that matches a string that has an a followed by one or more b's.,"import re
def text_match_one(text):
        patterns = 'ab+?'
        if re.search(patterns,  text):
                return True
        else:
                return False
","[""assert text_match_one(\""ac\"")==False"", ""assert text_match_one(\""dc\"")==False"", ""assert text_match_one(\""abba\"")==True""]","function text_match_one(text: string): boolean {
    const pattern = /ab+?/;
    if (pattern.test(text)) {
        return true;
    } else {
        return false;
    }
}",success,1,3,0,[]
435,test,sanitized,Write a python function to find the last digit of a given number.,"def last_Digit(n) :
    return (n % 10) ","[""assert last_Digit(123) == 3"", ""assert last_Digit(25) == 5"", ""assert last_Digit(30) == 0""]","function last_Digit(n: number): number {
    return ((n % 10) + 10) % 10;
}",success,1,3,0,[]
436,test,sanitized,Write a python function to return the negative numbers in a list.,"def neg_nos(list1):
  out = []
  for num in list1: 
    if num < 0: 
      out.append(num)
  return out ","[""assert neg_nos([-1,4,5,-6]) == [-1,-6]"", ""assert neg_nos([-1,-2,3,4]) == [-1,-2]"", ""assert neg_nos([-7,-6,8,9]) == [-7,-6]""]","function neg_nos(list1: number[]): number[] {
  const out: number[] = [];
  for (const num of list1) {
    if (num < 0) {
      out.push(num);
    }
  }
  return out;
}",success,1,3,0,[]
437,test,sanitized,Write a function to remove odd characters in a string.,"def remove_odd(str1):
 str2 = ''
 for i in range(1, len(str1) + 1):
    if(i % 2 == 0):
        str2 = str2 + str1[i - 1]
 return str2","[""assert remove_odd(\""python\"")==(\""yhn\"")"", ""assert remove_odd(\""program\"")==(\""rga\"")"", ""assert remove_odd(\""language\"")==(\""agae\"")""]","function remove_odd(str1: string): string {
    let str2: string = '';
    for (let i = 1; i <= str1.length; i++) {
        if (i % 2 === 0) {
            str2 = str2 + str1[i - 1];
        }
    }
    return str2;
}",success,1,3,0,[]
438,test,sanitized,Write a function to count bidirectional tuple pairs.,"def count_bidirectional(test_list):
  res = 0
  for idx in range(0, len(test_list)):
    for iidx in range(idx + 1, len(test_list)):
      if test_list[iidx][0] == test_list[idx][1] and test_list[idx][1] == test_list[iidx][0]:
        res += 1
  return res","[""assert count_bidirectional([(5, 6), (1, 2), (6, 5), (9, 1), (6, 5), (2, 1)] ) == 3"", ""assert count_bidirectional([(5, 6), (1, 3), (6, 5), (9, 1), (6, 5), (2, 1)] ) == 2"", ""assert count_bidirectional([(5, 6), (1, 2), (6, 5), (9, 2), (6, 5), (2, 1)] ) == 4""]","function count_bidirectional(test_list: [number, number][]): number {
  let res = 0;
  for (let idx = 0; idx < test_list.length; idx++) {
    for (let iidx = idx + 1; iidx < test_list.length; iidx++) {
      if (test_list[iidx][0] === test_list[idx][1] && test_list[idx][1] === test_list[iidx][0]) {
        res += 1;
      }
    }
  }
  return res;
}",success,1,3,0,[]
439,test,sanitized,Write a function to join a list of multiple integers into a single integer.,"def multiple_to_single(L):
  x = int("""".join(map(str, L)))
  return x","[""assert multiple_to_single([11, 33, 50])==113350"", ""assert multiple_to_single([-1,2,3,4,5,6])==-123456"", ""assert multiple_to_single([10,15,20,25])==10152025""]","function multiple_to_single(L: number[]): number {
  if (L.length === 0) {
    return 0;
  }
  
  // Handle negative first element
  const isNegative = L[0] < 0;
  const absL = L.map((n, i) => i === 0 ? Math.abs(n) : n);
  
  const joined = absL.map(n => String(n)).join("""");
  const result = parseInt(joined, 10);
  
  return isNegative ? -result : result;
}",success,1,3,0,[]
440,test,sanitized,Write a function to find the first adverb and their positions in a given sentence.,"import re
def find_adverb_position(text):
 for m in re.finditer(r""\w+ly"", text):
    return (m.start(), m.end(), m.group(0))","[""assert find_adverb_position(\""clearly!! we can see the sky\"")==(0, 7, 'clearly')"", ""assert find_adverb_position(\""seriously!! there are many roses\"")==(0, 9, 'seriously')"", ""assert find_adverb_position(\""unfortunately!! sita is going to home\"")==(0, 13, 'unfortunately')""]","function find_adverb_position(text: string): [number, number, string] | null {
    const regex = /\w+ly/g;
    const match = regex.exec(text);
    if (match) {
        return [match.index, match.index + match[0].length, match[0]];
    }
    return null;
}",success,1,3,0,[]
441,test,sanitized,Write a function to find the surface area of a cube of a given size.,"def surfacearea_cube(l):
  surfacearea= 6*l*l
  return surfacearea","[""assert surfacearea_cube(5)==150"", ""assert surfacearea_cube(3)==54"", ""assert surfacearea_cube(10)==600""]","function surfacearea_cube(l: number): number {
  const surfacearea = 6 * l * l;
  return surfacearea;
}",success,1,3,0,[]
442,test,sanitized,Write a function to find the ration of positive numbers in an array of integers.,"from array import array
def positive_count(nums):
    n = len(nums)
    n1 = 0
    for x in nums:
        if x > 0:
            n1 += 1
        else:
          None
    return round(n1/n,2)","[""assert positive_count([0, 1, 2, -1, -5, 6, 0, -3, -2, 3, 4, 6, 8])==0.54"", ""assert positive_count([2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8])==0.69"", ""assert positive_count([2, 4, -6, -9, 11, -12, 14, -5, 17])==0.56""]","function positive_count(nums: number[]): number {
    const n = nums.length;
    let n1 = 0;
    for (const x of nums) {
        if (x > 0) {
            n1 += 1;
        }
    }
    return Math.round((n1 / n) * 100) / 100;
}",success,1,3,0,[]
443,test,sanitized,Write a python function to find the largest negative number from the given list.,"def largest_neg(list1): 
    max = list1[0] 
    for x in list1: 
        if x < max : 
             max = x  
    return max","[""assert largest_neg([1,2,3,-4,-6]) == -6"", ""assert largest_neg([1,2,3,-8,-9]) == -9"", ""assert largest_neg([1,2,3,4,-1]) == -1""]","function largest_neg(list1: number[]): number {
    let max = list1[0];
    for (const x of list1) {
        if (x < max) {
            max = x;
        }
    }
    return max;
}",success,1,3,0,[]
444,test,sanitized,Write a function to trim each tuple by k in the given tuple list.,"def trim_tuple(test_list, K):
  res = []
  for ele in test_list:
    N = len(ele)
    res.append(tuple(list(ele)[K: N - K]))
  return (str(res)) ","[""assert trim_tuple([(5, 3, 2, 1, 4), (3, 4, 9, 2, 1),(9, 1, 2, 3, 5), (4, 8, 2, 1, 7)], 2) == '[(2,), (9,), (2,), (2,)]'"", ""assert trim_tuple([(5, 3, 2, 1, 4), (3, 4, 9, 2, 1), (9, 1, 2, 3, 5), (4, 8, 2, 1, 7)], 1) == '[(3, 2, 1), (4, 9, 2), (1, 2, 3), (8, 2, 1)]'"", ""assert trim_tuple([(7, 8, 4, 9), (11, 8, 12, 4),(4, 1, 7, 8), (3, 6, 9, 7)], 1) == '[(8, 4), (8, 12), (1, 7), (6, 9)]'""]","function trim_tuple(test_list: number[][], K: number): string {
  const res: number[][] = [];
  for (const ele of test_list) {
    const N = ele.length;
    res.push(ele.slice(K, N - K));
  }
  
  // Format output to match Python's tuple string representation
  const formatted = res.map(arr => {
    if (arr.length === 1) {
      return `(${arr[0]},)`;
    } else {
      return `(${arr.join(', ')})`;
    }
  });
  
  return `[${formatted.join(', ')}]`;
}",success,2,3,0,[]
445,test,sanitized,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,"def index_multiplication(test_tup1, test_tup2):
  res = tuple(tuple(a * b for a, b in zip(tup1, tup2))
   for tup1, tup2 in zip(test_tup1, test_tup2))
  return (res) ","[""assert index_multiplication(((1, 3), (4, 5), (2, 9), (1, 10)),((6, 7), (3, 9), (1, 1), (7, 3)) ) == ((6, 21), (12, 45), (2, 9), (7, 30))"", ""assert index_multiplication(((2, 4), (5, 6), (3, 10), (2, 11)),((7, 8), (4, 10), (2, 2), (8, 4)) ) == ((14, 32), (20, 60), (6, 20), (16, 44))"", ""assert index_multiplication(((3, 5), (6, 7), (4, 11), (3, 12)),((8, 9), (5, 11), (3, 3), (9, 5)) ) == ((24, 45), (30, 77), (12, 33), (27, 60))""]","function index_multiplication(test_tup1: number[][], test_tup2: number[][]): number[][] {
    const res: number[][] = test_tup1.map((tup1, i) => {
        const tup2 = test_tup2[i];
        return tup1.map((a, j) => a * tup2[j]);
    });
    return res;
}",success,1,3,0,[]
446,test,sanitized,Write a python function to count the occurence of all elements of list in a tuple.,"from collections import Counter 
def count_Occurrence(tup, lst): 
    count = 0
    for item in tup: 
        if item in lst: 
            count+= 1 
    return count  ","[""assert count_Occurrence(('a', 'a', 'c', 'b', 'd'),['a', 'b'] ) == 3"", ""assert count_Occurrence((1, 2, 3, 1, 4, 6, 7, 1, 4),[1, 4, 7]) == 6"", ""assert count_Occurrence((1,2,3,4,5,6),[1,2]) == 2""]","function count_Occurrence<T>(tup: T[], lst: T[]): number {
    let count = 0;
    for (const item of tup) {
        if (lst.includes(item)) {
            count += 1;
        }
    }
    return count;
}",success,1,3,0,[]
447,test,sanitized,Write a function to find cubes of individual elements in a list.,"def cube_nums(nums):
 cube_nums = list(map(lambda x: x ** 3, nums))
 return cube_nums","[""assert cube_nums([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])==[1, 8, 27, 64, 125, 216, 343, 512, 729, 1000]"", ""assert cube_nums([10,20,30])==([1000, 8000, 27000])"", ""assert cube_nums([12,15])==([1728, 3375])""]","function cube_nums(nums: number[]): number[] {
    return nums.map(x => x ** 3);
}",success,1,3,0,[]
448,test,sanitized,Write a function to calculate the sum of perrin numbers.,"def cal_sum(n): 
	a = 3
	b = 0
	c = 2
	if (n == 0): 
		return 3
	if (n == 1): 
		return 3
	if (n == 2): 
		return 5
	sum = 5
	while (n > 2): 
		d = a + b 
		sum = sum + d 
		a = b 
		b = c 
		c = d 
		n = n-1
	return sum","[""assert cal_sum(9) == 49"", ""assert cal_sum(10) == 66"", ""assert cal_sum(11) == 88""]","function cal_sum(n: number): number {
	let a: number = 3;
	let b: number = 0;
	let c: number = 2;
	if (n === 0) {
		return 3;
	}
	if (n === 1) {
		return 3;
	}
	if (n === 2) {
		return 5;
	}
	let sum: number = 5;
	while (n > 2) {
		const d: number = a + b;
		sum = sum + d;
		a = b;
		b = c;
		c = d;
		n = n - 1;
	}
	return sum;
}",success,1,3,0,[]
450,test,sanitized,Write a function to extract specified size of strings from a given list of string values.,"def extract_string(str, l):
    result = [e for e in str if len(e) == l] 
    return result","[""assert extract_string(['Python', 'list', 'exercises', 'practice', 'solution'] ,8)==['practice', 'solution']"", ""assert extract_string(['Python', 'list', 'exercises', 'practice', 'solution'] ,6)==['Python']"", ""assert extract_string(['Python', 'list', 'exercises', 'practice', 'solution'] ,9)==['exercises']""]","function extract_string(str: string[], l: number): string[] {
    return str.filter(e => e.length === l);
}",success,1,3,0,[]
451,test,sanitized,Write a function to remove all whitespaces from the given string.,"import re
def remove_whitespaces(text1):
  return (re.sub(r'\s+', '',text1))","[""assert remove_whitespaces(' Google    Flutter ') == 'GoogleFlutter'"", ""assert remove_whitespaces(' Google    Dart ') == 'GoogleDart'"", ""assert remove_whitespaces(' iOS    Swift ') == 'iOSSwift'""]","function remove_whitespaces(text1: string): string {
  return text1.replace(/\s+/g, '');
}",success,1,3,0,[]
452,test,sanitized,Write a function that gives loss amount on a sale if the given amount has loss else return 0.,"def loss_amount(actual_cost,sale_amount): 
  if(sale_amount > actual_cost):
    amount = sale_amount - actual_cost
    return amount
  else:
    return 0","[""assert loss_amount(1500,1200)==0"", ""assert loss_amount(100,200)==100"", ""assert loss_amount(2000,5000)==3000""]","function loss_amount(actual_cost: number, sale_amount: number): number {
  if (sale_amount > actual_cost) {
    const amount = sale_amount - actual_cost;
    return amount;
  } else {
    return 0;
  }
}",success,1,3,0,[]
453,test,sanitized,Write a python function to find the sum of even factors of a number.,"import math 
def sumofFactors(n) : 
    if (n % 2 != 0) : 
        return 0
    res = 1
    for i in range(2, (int)(math.sqrt(n)) + 1) :    
        count = 0
        curr_sum = 1
        curr_term = 1
        while (n % i == 0) : 
            count= count + 1
            n = n // i 
            if (i == 2 and count == 1) : 
                curr_sum = 0
            curr_term = curr_term * i 
            curr_sum = curr_sum + curr_term 
        res = res * curr_sum  
    if (n >= 2) : 
        res = res * (1 + n) 
    return res","[""assert sumofFactors(18) == 26"", ""assert sumofFactors(30) == 48"", ""assert sumofFactors(6) == 8""]","function sumofFactors(n: number): number {
    if (n % 2 !== 0) {
        return 0;
    }
    let res: number = 1;
    for (let i = 2; i <= Math.floor(Math.sqrt(n)) + 1; i++) {
        let count: number = 0;
        let curr_sum: number = 1;
        let curr_term: number = 1;
        while (n % i === 0) {
            count = count + 1;
            n = Math.floor(n / i);
            if (i === 2 && count === 1) {
                curr_sum = 0;
            }
            curr_term = curr_term * i;
            curr_sum = curr_sum + curr_term;
        }
        res = res * curr_sum;
    }
    if (n >= 2) {
        res = res * (1 + n);
    }
    return res;
}",success,1,3,0,[]
454,test,sanitized,Write a function that matches a word containing 'z'.,"import re
def text_match_wordz(text):
        patterns = '\w*z.\w*'
        if re.search(patterns,  text):
                return True
        else:
                return False","[""assert text_match_wordz(\""pythonz.\"")==True"", ""assert text_match_wordz(\""xyz.\"")==True"", ""assert text_match_wordz(\""  lang  .\"")==False""]","function text_match_wordz(text: string): boolean {
    const pattern = /\w*z.\w*/;
    if (pattern.test(text)) {
        return true;
    } else {
        return false;
    }
}",success,1,3,0,[]
