task_id,source_split,source_config,text,code_python,test_list,code_rust,code_rust_status,code_rust_attempts,code_rust_tests_passed,code_rust_tests_failed,tests_rust
16,test,sanitized,Write a function to that returns true if the input string contains sequences of lowercase letters joined with an underscore and false otherwise.,"import re
def text_lowercase_underscore(text):
        patterns = '^[a-z]+_[a-z]+$'
        if re.search(patterns,  text):
                return True
        else:
                return False","[""assert text_lowercase_underscore(\""aab_cbbbc\"")==(True)"", ""assert text_lowercase_underscore(\""aab_Abbbc\"")==(False)"", ""assert text_lowercase_underscore(\""Aaab_abbbc\"")==(False)""]","pub fn text_lowercase_underscore(text: &str) -> bool {
    let parts: Vec<&str> = text.split('_').collect();
    
    if parts.len() != 2 {
        return false;
    }
    
    let first = parts[0];
    let second = parts[1];
    
    if first.is_empty() || second.is_empty() {
        return false;
    }
    
    first.chars().all(|c| c.is_ascii_lowercase()) && 
    second.chars().all(|c| c.is_ascii_lowercase())
}",success,5,3,0,"[{""python_test"": ""assert text_lowercase_underscore(\""aab_cbbbc\"")==(True)"", ""generated_test"": ""let result = text_lowercase_underscore(\""aab_cbbbc\"");\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert text_lowercase_underscore(\""aab_Abbbc\"")==(False)"", ""generated_test"": ""let result = text_lowercase_underscore(\""aab_Abbbc\"");\nlet expected = false;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert text_lowercase_underscore(\""Aaab_abbbc\"")==(False)"", ""generated_test"": ""let result = text_lowercase_underscore(\""Aaab_abbbc\"");\nlet expected = false;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
17,test,sanitized,Write a function that returns the perimeter of a square given its side length as input.,"def square_perimeter(a):
  perimeter=4*a
  return perimeter","[""assert square_perimeter(10)==40"", ""assert square_perimeter(5)==20"", ""assert square_perimeter(4)==16""]","pub fn square_perimeter(a: i32) -> i32 {
    let perimeter = 4 * a;
    perimeter
}",success,1,3,0,"[{""python_test"": ""assert square_perimeter(10)==40"", ""generated_test"": ""let result = square_perimeter(10);\nlet expected = 40;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert square_perimeter(5)==20"", ""generated_test"": ""let result = square_perimeter(5);\nlet expected = 20;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert square_perimeter(4)==16"", ""generated_test"": ""let result = square_perimeter(4);\nlet expected = 16;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
18,test,sanitized,Write a function to remove characters from the first string which are present in the second string.,"NO_OF_CHARS = 256
def str_to_list(string): 
	temp = [] 
	for x in string: 
		temp.append(x) 
	return temp 
def lst_to_string(List): 
	return ''.join(List) 
def get_char_count_array(string): 
	count = [0] * NO_OF_CHARS 
	for i in string: 
		count[ord(i)] += 1
	return count 
def remove_dirty_chars(string, second_string): 
	count = get_char_count_array(second_string) 
	ip_ind = 0
	res_ind = 0
	temp = '' 
	str_list = str_to_list(string) 
	while ip_ind != len(str_list): 
		temp = str_list[ip_ind] 
		if count[ord(temp)] == 0: 
			str_list[res_ind] = str_list[ip_ind] 
			res_ind += 1
		ip_ind+=1
	return lst_to_string(str_list[0:res_ind]) ","[""assert remove_dirty_chars(\""probasscurve\"", \""pros\"") == 'bacuve'"", ""assert remove_dirty_chars(\""digitalindia\"", \""talent\"") == 'digiidi'"", ""assert remove_dirty_chars(\""exoticmiles\"", \""toxic\"") == 'emles'""]","pub fn remove_dirty_chars(string: &str, second_string: &str) -> String {
    const NO_OF_CHARS: usize = 256;
    
    let mut count = [0i32; NO_OF_CHARS];
    
    for c in second_string.chars() {
        let idx = c as usize;
        if idx < NO_OF_CHARS {
            count[idx] += 1;
        }
    }
    
    let mut result = String::new();
    
    for c in string.chars() {
        let idx = c as usize;
        if idx < NO_OF_CHARS && count[idx] == 0 {
            result.push(c);
        } else if idx >= NO_OF_CHARS {
            result.push(c);
        }
    }
    
    result
}",success,1,3,0,"[{""python_test"": ""assert remove_dirty_chars(\""probasscurve\"", \""pros\"") == 'bacuve'"", ""generated_test"": ""let result = remove_dirty_chars(\""probasscurve\"", \""pros\"");\nlet expected = \""bacuve\"";\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert remove_dirty_chars(\""digitalindia\"", \""talent\"") == 'digiidi'"", ""generated_test"": ""let result = remove_dirty_chars(\""digitalindia\"", \""talent\"");\nlet expected = \""digiidi\"";\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert remove_dirty_chars(\""exoticmiles\"", \""toxic\"") == 'emles'"", ""generated_test"": ""let result = remove_dirty_chars(\""exoticmiles\"", \""toxic\"");\nlet expected = \""emles\"";\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
19,test,sanitized,Write a function to find whether a given array of integers contains any duplicate element.,"def test_duplicate(arraynums):
    nums_set = set(arraynums)    
    return len(arraynums) != len(nums_set)     ","[""assert test_duplicate(([1,2,3,4,5]))==False"", ""assert test_duplicate(([1,2,3,4, 4]))==True"", ""assert test_duplicate([1,1,2,2,3,3,4,4,5])==True""]","use std::collections::HashSet;

pub fn test_duplicate(arraynums: Vec<i32>) -> bool {
    let nums_set: HashSet<i32> = arraynums.iter().cloned().collect();
    arraynums.len() != nums_set.len()
}",success,1,3,0,"[{""python_test"": ""assert test_duplicate(([1,2,3,4,5]))==False"", ""generated_test"": ""let result = test_duplicate(vec![1, 2, 3, 4, 5]);\nlet expected = false;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert test_duplicate(([1,2,3,4, 4]))==True"", ""generated_test"": ""let result = test_duplicate(vec![1, 2, 3, 4, 4]);\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert test_duplicate([1,1,2,2,3,3,4,4,5])==True"", ""generated_test"": ""let result = test_duplicate(vec![1,1,2,2,3,3,4,4,5]);\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
20,test,sanitized,Write a function to check if the given number is woodball or not.,"def is_woodall(x): 
	if (x % 2 == 0): 
		return False
	if (x == 1): 
		return True
	x = x + 1 
	p = 0
	while (x % 2 == 0): 
		x = x/2
		p = p + 1
		if (p == x): 
			return True
	return False","[""assert is_woodall(383) == True"", ""assert is_woodall(254) == False"", ""assert is_woodall(200) == False""]","pub fn is_woodall(x: i64) -> bool {
    if x % 2 == 0 {
        return false;
    }
    if x == 1 {
        return true;
    }
    let mut x = x + 1;
    let mut p: i64 = 0;
    while x % 2 == 0 {
        x = x / 2;
        p = p + 1;
        if p == x {
            return true;
        }
    }
    false
}",success,1,3,0,"[{""python_test"": ""assert is_woodall(383) == True"", ""generated_test"": ""let result = is_woodall(383);\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_woodall(254) == False"", ""generated_test"": ""let result = is_woodall(254);\nlet expected = false;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_woodall(200) == False"", ""generated_test"": ""let result = is_woodall(200);\nlet expected = false;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
56,test,sanitized,Write a python function to check if a given number is one less than twice its reverse.,"def rev(num):    
    rev_num = 0
    while (num > 0):  
        rev_num = (rev_num * 10 + num % 10) 
        num = num // 10  
    return rev_num  
def check(n):    
    return (2 * rev(n) == n + 1)  ","[""assert check(70) == False"", ""assert check(23) == False"", ""assert check(73) == True""]","pub fn rev(num: i32) -> i32 {
    let mut rev_num = 0;
    let mut n = num;
    while n > 0 {
        rev_num = rev_num * 10 + n % 10;
        n = n / 10;
    }
    rev_num
}

pub fn check(n: i32) -> bool {
    2 * rev(n) == n + 1
}",success,1,3,0,"[{""python_test"": ""assert check(70) == False"", ""generated_test"": ""let result = check(70);\nlet expected = false;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert check(23) == False"", ""generated_test"": ""let result = check(23);\nlet expected = false;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert check(73) == True"", ""generated_test"": ""let result = check(73);\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
57,test,sanitized,Write a python function to find the largest number that can be formed with the given list of digits.,"def find_Max_Num(arr) : 
    n = len(arr)
    arr.sort(reverse = True) 
    num = arr[0] 
    for i in range(1,n) : 
        num = num * 10 + arr[i] 
    return num ","[""assert find_Max_Num([1,2,3]) == 321"", ""assert find_Max_Num([4,5,6,1]) == 6541"", ""assert find_Max_Num([1,2,3,9]) == 9321""]","pub fn find_Max_Num(arr: &[i32]) -> i64 {
    if arr.is_empty() {
        return 0;
    }
    
    let mut arr = arr.to_vec();
    arr.sort_by(|a, b| b.cmp(a));
    
    let mut num: i64 = arr[0] as i64;
    for i in 1..arr.len() {
        num = num * 10 + arr[i] as i64;
    }
    
    num
}",success,1,3,0,"[{""python_test"": ""assert find_Max_Num([1,2,3]) == 321"", ""generated_test"": ""let result = find_Max_Num(&[1, 2, 3]);\nlet expected: i64 = 321;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert find_Max_Num([4,5,6,1]) == 6541"", ""generated_test"": ""let result = find_Max_Num(&[4, 5, 6, 1]);\nlet expected: i64 = 6541;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert find_Max_Num([1,2,3,9]) == 9321"", ""generated_test"": ""let result = find_Max_Num(&[1, 2, 3, 9]);\nlet expected: i64 = 9321;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
58,test,sanitized,Write a python function to check whether the given two integers have opposite sign or not.,"def opposite_Signs(x,y): 
    return ((x ^ y) < 0); ","[""assert opposite_Signs(1,-2) == True"", ""assert opposite_Signs(3,2) == False"", ""assert opposite_Signs(-10,-10) == False"", ""assert opposite_Signs(-2,2) == True""]","pub fn opposite_Signs(x: i32, y: i32) -> bool {
    (x ^ y) < 0
}",success,1,4,0,"[{""python_test"": ""assert opposite_Signs(1,-2) == True"", ""generated_test"": ""let result = opposite_Signs(1, -2);\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert opposite_Signs(3,2) == False"", ""generated_test"": ""let result = opposite_Signs(3, 2);\nlet expected = false;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert opposite_Signs(-10,-10) == False"", ""generated_test"": ""let result = opposite_Signs(-10, -10);\nlet expected = false;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert opposite_Signs(-2,2) == True"", ""generated_test"": ""let result = opposite_Signs(-2, 2);\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
59,test,sanitized,Write a function to find the nth octagonal number.,"def is_octagonal(n): 
	return 3 * n * n - 2 * n ","[""assert is_octagonal(5) == 65"", ""assert is_octagonal(10) == 280"", ""assert is_octagonal(15) == 645""]","pub fn is_octagonal(n: i32) -> i32 {
    3 * n * n - 2 * n
}",success,1,3,0,"[{""python_test"": ""assert is_octagonal(5) == 65"", ""generated_test"": ""let result = is_octagonal(5);\nlet expected = 65;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_octagonal(10) == 280"", ""generated_test"": ""let result = is_octagonal(10);\nlet expected = 280;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_octagonal(15) == 645"", ""generated_test"": ""let result = is_octagonal(15);\nlet expected = 645;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
61,test,sanitized,Write a python function to count the number of substrings with the sum of digits equal to their length.,"from collections import defaultdict
def count_Substrings(s):
    n = len(s)
    count,sum = 0,0
    mp = defaultdict(lambda : 0)
    mp[0] += 1
    for i in range(n):
        sum += ord(s[i]) - ord('0')
        count += mp[sum - (i + 1)]
        mp[sum - (i + 1)] += 1
    return count","[""assert count_Substrings('112112') == 6"", ""assert count_Substrings('111') == 6"", ""assert count_Substrings('1101112') == 12""]","use std::collections::HashMap;

pub fn count_Substrings(s: &str) -> i64 {
    let n = s.len() as i64;
    let mut count: i64 = 0;
    let mut sum: i64 = 0;
    let mut mp: HashMap<i64, i64> = HashMap::new();
    *mp.entry(0).or_insert(0) += 1;
    
    for (i, c) in s.chars().enumerate() {
        sum += (c as i64) - ('0' as i64);
        let key = sum - (i as i64 + 1);
        count += *mp.get(&key).unwrap_or(&0);
        *mp.entry(key).or_insert(0) += 1;
    }
    
    count
}",success,1,3,0,"[{""python_test"": ""assert count_Substrings('112112') == 6"", ""generated_test"": ""let result = count_Substrings(\""112112\"");\nlet expected: i64 = 6;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert count_Substrings('111') == 6"", ""generated_test"": ""let result = count_Substrings(\""111\"");\nlet expected: i64 = 6;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert count_Substrings('1101112') == 12"", ""generated_test"": ""let result = count_Substrings(\""1101112\"");\nlet expected: i64 = 12;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
62,test,sanitized,Write a python function to find smallest number in a list.,"def smallest_num(xs):
  return min(xs)
","[""assert smallest_num([10, 20, 1, 45, 99]) == 1"", ""assert smallest_num([1, 2, 3]) == 1"", ""assert smallest_num([45, 46, 50, 60]) == 45""]","pub fn smallest_num(xs: &[i32]) -> i32 {
    *xs.iter().min().expect(""list must not be empty"")
}",success,1,3,0,"[{""python_test"": ""assert smallest_num([10, 20, 1, 45, 99]) == 1"", ""generated_test"": ""let result = smallest_num(&[10, 20, 1, 45, 99]);\nlet expected = 1;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert smallest_num([1, 2, 3]) == 1"", ""generated_test"": ""let result = smallest_num(&[1, 2, 3]);\nlet expected = 1;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert smallest_num([45, 46, 50, 60]) == 45"", ""generated_test"": ""let result = smallest_num(&[45, 46, 50, 60]);\nlet expected = 45;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
63,test,sanitized,Write a function to find the maximum difference between available pairs in the given tuple list.,"def max_difference(test_list):
  temp = [abs(b - a) for a, b in test_list]
  res = max(temp)
  return (res) ","[""assert max_difference([(3, 5), (1, 7), (10, 3), (1, 2)]) == 7"", ""assert max_difference([(4, 6), (2, 17), (9, 13), (11, 12)]) == 15"", ""assert max_difference([(12, 35), (21, 27), (13, 23), (41, 22)]) == 23""]","pub fn max_difference(test_list: &[(i32, i32)]) -> i32 {
    test_list
        .iter()
        .map(|(a, b)| (b - a).abs())
        .max()
        .unwrap_or(0)
}",success,1,3,0,"[{""python_test"": ""assert max_difference([(3, 5), (1, 7), (10, 3), (1, 2)]) == 7"", ""generated_test"": ""let test_list = [(3, 5), (1, 7), (10, 3), (1, 2)];\nlet result = max_difference(&test_list);\nlet expected = 7;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert max_difference([(4, 6), (2, 17), (9, 13), (11, 12)]) == 15"", ""generated_test"": ""let result = max_difference(&[(4, 6), (2, 17), (9, 13), (11, 12)]);\nlet expected = 15;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert max_difference([(12, 35), (21, 27), (13, 23), (41, 22)]) == 23"", ""generated_test"": ""let test_list = [(12, 35), (21, 27), (13, 23), (41, 22)];\nlet result = max_difference(&test_list);\nlet expected = 23;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
64,test,sanitized,Write a function to sort a list of tuples using the second value of each tuple.,"def subject_marks(subjectmarks):
#subject_marks = [('English', 88), ('Science', 90), ('Maths', 97), ('Social sciences', 82)])
 subjectmarks.sort(key = lambda x: x[1])
 return subjectmarks","[""assert subject_marks([('English', 88), ('Science', 90), ('Maths', 97), ('Social sciences', 82)])==[('Social sciences', 82), ('English', 88), ('Science', 90), ('Maths', 97)]"", ""assert subject_marks([('Telugu',49),('Hindhi',54),('Social',33)])==([('Social',33),('Telugu',49),('Hindhi',54)])"", ""assert subject_marks([('Physics',96),('Chemistry',97),('Biology',45)])==([('Biology',45),('Physics',96),('Chemistry',97)])""]","pub fn subject_marks(mut subjectmarks: Vec<(&str, i32)>) -> Vec<(&str, i32)> {
    subjectmarks.sort_by_key(|x| x.1);
    subjectmarks
}",success,1,3,0,"[{""python_test"": ""assert subject_marks([('English', 88), ('Science', 90), ('Maths', 97), ('Social sciences', 82)])==[('Social sciences', 82), ('English', 88), ('Science', 90), ('Maths', 97)]"", ""generated_test"": ""let result = subject_marks(vec![(\""English\"", 88), (\""Science\"", 90), (\""Maths\"", 97), (\""Social sciences\"", 82)]);\nlet expected: Vec<(&str, i32)> = vec![(\""Social sciences\"", 82), (\""English\"", 88), (\""Science\"", 90), (\""Maths\"", 97)];\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert subject_marks([('Telugu',49),('Hindhi',54),('Social',33)])==([('Social',33),('Telugu',49),('Hindhi',54)])"", ""generated_test"": ""let input = vec![(\""Telugu\"", 49), (\""Hindhi\"", 54), (\""Social\"", 33)];\nlet expected = vec![(\""Social\"", 33), (\""Telugu\"", 49), (\""Hindhi\"", 54)];\nlet result = subject_marks(input);\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert subject_marks([('Physics',96),('Chemistry',97),('Biology',45)])==([('Biology',45),('Physics',96),('Chemistry',97)])"", ""generated_test"": ""let result = subject_marks(vec![(\""Physics\"", 96), (\""Chemistry\"", 97), (\""Biology\"", 45)]);\nlet expected: Vec<(&str, i32)> = vec![(\""Biology\"", 45), (\""Physics\"", 96), (\""Chemistry\"", 97)];\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
65,test,sanitized,Write a function to flatten a list and sum all of its elements.,"def recursive_list_sum(data_list):
	total = 0
	for element in data_list:
		if type(element) == type([]):
			total = total + recursive_list_sum(element)
		else:
			total = total + element
	return total","[""assert recursive_list_sum(([1, 2, [3,4],[5,6]]))==21"", ""assert recursive_list_sum(([7, 10, [15,14],[19,41]]))==106"", ""assert recursive_list_sum(([10, 20, [30,40],[50,60]]))==210""]","#[derive(Clone)]
pub enum NestedList {
    Int(i32),
    List(Vec<NestedList>),
}

pub fn recursive_list_sum(data_list: &[NestedList]) -> i32 {
    let mut total = 0;
    for element in data_list {
        match element {
            NestedList::List(inner_list) => {
                total = total + recursive_list_sum(inner_list);
            }
            NestedList::Int(value) => {
                total = total + value;
            }
        }
    }
    total
}",success,1,3,0,"[{""python_test"": ""assert recursive_list_sum(([1, 2, [3,4],[5,6]]))==21"", ""generated_test"": ""let input = vec![\n    NestedList::Int(1),\n    NestedList::Int(2),\n    NestedList::List(vec![NestedList::Int(3), NestedList::Int(4)]),\n    NestedList::List(vec![NestedList::Int(5), NestedList::Int(6)]),\n];\nlet result = recursive_list_sum(&input);\nlet expected = 21;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert recursive_list_sum(([7, 10, [15,14],[19,41]]))==106"", ""generated_test"": ""let test_input = vec![\n    NestedList::Int(7),\n    NestedList::Int(10),\n    NestedList::List(vec![NestedList::Int(15), NestedList::Int(14)]),\n    NestedList::List(vec![NestedList::Int(19), NestedList::Int(41)]),\n];\nlet result = recursive_list_sum(&test_input);\nlet expected = 106;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert recursive_list_sum(([10, 20, [30,40],[50,60]]))==210"", ""generated_test"": ""let input = vec![\n    NestedList::Int(10),\n    NestedList::Int(20),\n    NestedList::List(vec![NestedList::Int(30), NestedList::Int(40)]),\n    NestedList::List(vec![NestedList::Int(50), NestedList::Int(60)]),\n];\nlet result = recursive_list_sum(&input);\nlet expected = 210;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
